ElectionID,RegionID,ParentID,RegionName,DistrictName
NR2017,G9G000,G90000,Wien Nord,
NR2017,G9G099,G9G000,Wahlkarten - Wien Nord,
NR2019,G00000,,Österreich,
NR2019,G10000,G00000,Burgenland,
NR2019,G10099,G10000,Wahlkarten - Burgenland,
NR2019,G10100,G1A000,Eisenstadt(Stadt),
NR2019,G10101,G10100,Eisenstadt,
NR2019,G10199,G10100,Wahlkarten - Eisenstadt(Stadt),
NR2019,G10200,G1A000,Rust(Stadt),
NR2019,G10201,G10200,Rust,
NR2019,G10299,G10200,Wahlkarten - Rust(Stadt),
NR2019,G10300,G1A000,Eisenstadt-Umgebung,
NR2019,G10301,G10300,Breitenbrunn am Neusiedler See,
NR2019,G10302,G10300,Donnerskirchen,
NR2019,G10303,G10300,Großhöflein,
NR2019,G10304,G10300,Hornstein,
NR2019,G10305,G10300,Klingenbach,
NR2019,G10306,G10300,Leithaprodersdorf,
NR2019,G10307,G10300,Mörbisch am See,
NR2019,G10308,G10300,Müllendorf,
NR2019,G10309,G10300,Neufeld an der Leitha,
NR2019,G10310,G10300,Oggau am Neusiedler See,
NR2019,G10311,G10300,Oslip,
NR2019,G10312,G10300,Purbach am Neusiedler See,
NR2019,G10313,G10300,Sankt Margarethen im Burgenland,
NR2019,G10314,G10300,Schützen am Gebirge,
NR2019,G10315,G10300,Siegendorf,
NR2019,G10316,G10300,Steinbrunn,
NR2019,G10317,G10300,Trausdorf an der Wulka,
NR2019,G10318,G10300,Wimpassing an der Leitha,
NR2019,G10319,G10300,Wulkaprodersdorf,
NR2019,G10320,G10300,Loretto,
NR2019,G10321,G10300,Stotzing,
NR2019,G10322,G10300,Zillingtal,
NR2019,G10323,G10300,Zagersdorf,
NR2019,G10399,G10300,Wahlkarten - Eisenstadt-Umgebung,
NR2019,G10400,G1B000,Güssing,
NR2019,G10401,G10400,Bocksdorf,
NR2019,G10402,G10400,Burgauberg-Neudauberg,
NR2019,G10403,G10400,Eberau,
NR2019,G10404,G10400,Gerersdorf-Sulz,
NR2019,G10405,G10400,Güssing,
NR2019,G10406,G10400,Güttenbach,
NR2019,G10407,G10400,Heiligenbrunn,
NR2019,G10408,G10400,Kukmirn,
NR2019,G10409,G10400,Neuberg im Burgenland,
NR2019,G10410,G10400,Neustift bei Güssing,
NR2019,G10411,G10400,Olbendorf,
NR2019,G10412,G10400,Ollersdorf im Burgenland,
NR2019,G10413,G10400,Sankt Michael im Burgenland,
NR2019,G10414,G10400,Stegersbach,
NR2019,G10415,G10400,Stinatz,
NR2019,G10416,G10400,Strem,
NR2019,G10417,G10400,Tobaj,
NR2019,G10418,G10400,Hackerberg,
NR2019,G10419,G10400,Wörterberg,
NR2019,G10420,G10400,Großmürbisch,
NR2019,G10421,G10400,Inzenhof,
NR2019,G10422,G10400,Kleinmürbisch,
NR2019,G10423,G10400,Tschanigraben,
NR2019,G10424,G10400,Heugraben,
NR2019,G10425,G10400,Rohr im Burgenland,
NR2019,G10426,G10400,Bildein,
NR2019,G10427,G10400,Rauchwart,
NR2019,G10428,G10400,Moschendorf,
NR2019,G10499,G10400,Wahlkarten - Güssing,
NR2019,G10500,G1B000,Jennersdorf,
NR2019,G10501,G10500,Deutsch Kaltenbrunn,
NR2019,G10502,G10500,Eltendorf,
NR2019,G10503,G10500,Heiligenkreuz im Lafnitztal,
NR2019,G10504,G10500,Jennersdorf,
NR2019,G10505,G10500,Minihof-Liebau,
NR2019,G10506,G10500,Mogersdorf,
NR2019,G10507,G10500,Neuhaus am Klausenbach,
NR2019,G10508,G10500,Rudersdorf,
NR2019,G10509,G10500,Sankt Martin an der Raab,
NR2019,G10510,G10500,Weichselbaum,
NR2019,G10511,G10500,Königsdorf,
NR2019,G10512,G10500,Mühlgraben,
NR2019,G10599,G10500,Wahlkarten - Jennersdorf,
NR2019,G10600,G1A000,Mattersburg,
NR2019,G10601,G10600,Draßburg,
NR2019,G10602,G10600,Forchtenstein,
NR2019,G10603,G10600,Hirm,
NR2019,G10604,G10600,Loipersbach im Burgenland,
NR2019,G10605,G10600,Marz,
NR2019,G10606,G10600,Mattersburg,
NR2019,G10607,G10600,Neudörfl,
NR2019,G10608,G10600,Pöttelsdorf,
NR2019,G10609,G10600,Pöttsching,
NR2019,G10610,G10600,Rohrbach bei Mattersburg,
NR2019,G10611,G10600,Bad Sauerbrunn,
NR2019,G10612,G10600,Schattendorf,
NR2019,G10613,G10600,Sieggraben,
NR2019,G10614,G10600,Sigleß,
NR2019,G10615,G10600,Wiesen,
NR2019,G10616,G10600,Antau,
NR2019,G10617,G10600,Baumgarten,
NR2019,G10618,G10600,Zemendorf-Stöttera,
NR2019,G10619,G10600,Krensdorf,
NR2019,G10699,G10600,Wahlkarten - Mattersburg,
NR2019,G10700,G1A000,Neusiedl am See,
NR2019,G10701,G10700,Andau,
NR2019,G10702,G10700,Apetlon,
NR2019,G10703,G10700,Bruckneudorf,
NR2019,G10704,G10700,Deutsch Jahrndorf,
NR2019,G10705,G10700,Frauenkirchen,
NR2019,G10706,G10700,Gattendorf,
NR2019,G10707,G10700,Gols,
NR2019,G10708,G10700,Halbturn,
NR2019,G10709,G10700,Illmitz,
NR2019,G10710,G10700,Jois,
NR2019,G10711,G10700,Kittsee,
NR2019,G10712,G10700,Mönchhof,
NR2019,G10713,G10700,Neusiedl am See,
NR2019,G10714,G10700,Nickelsdorf,
NR2019,G10715,G10700,Pama,
NR2019,G10716,G10700,Pamhagen,
NR2019,G10717,G10700,Parndorf,
NR2019,G10718,G10700,Podersdorf am See,
NR2019,G10719,G10700,Sankt Andrä am Zicksee,
NR2019,G10720,G10700,Tadten,
NR2019,G10721,G10700,Wallern im Burgenland,
NR2019,G10722,G10700,Weiden am See,
NR2019,G10723,G10700,Winden am See,
NR2019,G10724,G10700,Zurndorf,
NR2019,G10725,G10700,Neudorf,
NR2019,G10726,G10700,Potzneusiedl,
NR2019,G10727,G10700,Edelstal,
NR2019,G10799,G10700,Wahlkarten - Neusiedl am See,
NR2019,G10800,G1B000,Oberpullendorf,
NR2019,G10801,G10800,Deutschkreutz,
NR2019,G10802,G10800,Draßmarkt,
NR2019,G10803,G10800,Frankenau-Unterpullendorf,
NR2019,G10804,G10800,Großwarasdorf,
NR2019,G10805,G10800,Horitschon,
NR2019,G10806,G10800,Kaisersdorf,
NR2019,G10807,G10800,Kobersdorf,
NR2019,G10808,G10800,Lackenbach,
NR2019,G10809,G10800,Lockenhaus,
NR2019,G10810,G10800,Lutzmannsburg,
NR2019,G10811,G10800,Mannersdorf an der Rabnitz,
NR2019,G10812,G10800,Markt Sankt Martin,
NR2019,G10813,G10800,Neckenmarkt,
NR2019,G10814,G10800,Neutal,
NR2019,G10815,G10800,Nikitsch,
NR2019,G10816,G10800,Oberpullendorf,
NR2019,G10817,G10800,Pilgersdorf,
NR2019,G10818,G10800,Piringsdorf,
NR2019,G10819,G10800,Raiding,
NR2019,G10820,G10800,Ritzing,
NR2019,G10821,G10800,Steinberg-Dörfl,
NR2019,G10822,G10800,Stoob,
NR2019,G10823,G10800,Weppersdorf,
NR2019,G10824,G10800,Lackendorf,
NR2019,G10825,G10800,Unterfrauenhaid,
NR2019,G10826,G10800,Unterrabnitz-Schwendgraben,
NR2019,G10827,G10800,Weingraben,
NR2019,G10828,G10800,Oberloisdorf,
NR2019,G10899,G10800,Wahlkarten - Oberpullendorf,
NR2019,G10900,G1B000,Oberwart,
NR2019,G10901,G10900,Bad Tatzmannsdorf,
NR2019,G10902,G10900,Bernstein,
NR2019,G10903,G10900,Deutsch Schützen-Eisenberg,
NR2019,G10904,G10900,Grafenschachen,
NR2019,G10905,G10900,Großpetersdorf,
NR2019,G10906,G10900,Hannersdorf,
NR2019,G10907,G10900,Kemeten,
NR2019,G10908,G10900,Kohfidisch,
NR2019,G10909,G10900,Litzelsdorf,
NR2019,G10910,G10900,Loipersdorf-Kitzladen,
NR2019,G10911,G10900,Mariasdorf,
NR2019,G10912,G10900,Markt Allhau,
NR2019,G10913,G10900,Markt Neuhodis,
NR2019,G10914,G10900,Mischendorf,
NR2019,G10915,G10900,Oberdorf im Burgenland,
NR2019,G10916,G10900,Oberschützen,
NR2019,G10917,G10900,Oberwart,
NR2019,G10918,G10900,Pinkafeld,
NR2019,G10919,G10900,Rechnitz,
NR2019,G10920,G10900,Riedlingsdorf,
NR2019,G10921,G10900,Rotenturm an der Pinka,
NR2019,G10922,G10900,Schachendorf,
NR2019,G10923,G10900,Stadtschlaining,
NR2019,G10924,G10900,Unterkohlstätten,
NR2019,G10925,G10900,Unterwart,
NR2019,G10926,G10900,Weiden bei Rechnitz,
NR2019,G10927,G10900,Wiesfleck,
NR2019,G10928,G10900,Wolfau,
NR2019,G10929,G10900,Neustift an der Lafnitz,
NR2019,G10930,G10900,Jabing,
NR2019,G10931,G10900,Badersdorf,
NR2019,G10932,G10900,Schandorf,
NR2019,G10999,G10900,Wahlkarten - Oberwart,
NR2019,G1A000,G10000,Burgenland Nord,
NR2019,G1A099,G1A000,Wahlkarten - Burgenland Nord,
NR2019,G1B000,G10000,Burgenland Süd,
NR2019,G1B099,G1B000,Wahlkarten - Burgenland Süd,
NR2019,G20000,G00000,Kärnten,
NR2019,G20099,G20000,Wahlkarten - Kärnten,
NR2019,G20100,G2A000,Klagenfurt(Stadt),
NR2019,G20101,G20100,Klagenfurt am Wörthersee,
NR2019,G20199,G20100,Wahlkarten - Klagenfurt(Stadt),
NR2019,G20200,G2B000,Villach(Stadt),
NR2019,G20201,G20200,Villach,
NR2019,G20299,G20200,Wahlkarten - Villach(Stadt),
NR2019,G20300,G2C000,Hermagor,
NR2019,G20302,G20300,Dellach,
NR2019,G20305,G20300,Hermagor-Pressegger See,
NR2019,G20306,G20300,Kirchbach,
NR2019,G20307,G20300,Kötschach-Mauthen,
NR2019,G20316,G20300,St. Stefan im Gailtal,
NR2019,G20320,G20300,Gitschtal,
NR2019,G20321,G20300,Lesachtal,
NR2019,G20399,G20300,Wahlkarten - Hermagor,
NR2019,G20400,G2A000,Klagenfurt Land,
NR2019,G20402,G20400,Ebenthal in Kärnten,
NR2019,G20403,G20400,Feistritz im Rosental,
NR2019,G20405,G20400,Ferlach,
NR2019,G20409,G20400,Grafenstein,
NR2019,G20412,G20400,Keutschach am See,
NR2019,G20414,G20400,Köttmannsdorf,
NR2019,G20415,G20400,Krumpendorf am Wörthersee,
NR2019,G20416,G20400,Ludmannsdorf,
NR2019,G20417,G20400,Maria Rain,
NR2019,G20418,G20400,Maria Saal,
NR2019,G20419,G20400,Maria Wörth,
NR2019,G20421,G20400,Moosburg,
NR2019,G20424,G20400,Pörtschach am Wörther See,
NR2019,G20425,G20400,Poggersdorf,
NR2019,G20428,G20400,St. Margareten im Rosental,
NR2019,G20432,G20400,Schiefling am Wörthersee,
NR2019,G20435,G20400,Techelsberg am Wörther See,
NR2019,G20441,G20400,Zell,
NR2019,G20442,G20400,Magdalensberg,
NR2019,G20499,G20400,Wahlkarten - Klagenfurt Land,
NR2019,G20500,G2D000,Sankt Veit an der Glan,
NR2019,G20501,G20500,Althofen,
NR2019,G20502,G20500,Brückl,
NR2019,G20503,G20500,Deutsch-Griffen,
NR2019,G20504,G20500,Eberstein,
NR2019,G20505,G20500,Friesach,
NR2019,G20506,G20500,Glödnitz,
NR2019,G20508,G20500,Gurk,
NR2019,G20509,G20500,Guttaring,
NR2019,G20511,G20500,Hüttenberg,
NR2019,G20512,G20500,Kappel am Krappfeld,
NR2019,G20513,G20500,Klein St. Paul,
NR2019,G20515,G20500,Liebenfels,
NR2019,G20518,G20500,Metnitz,
NR2019,G20519,G20500,Micheldorf,
NR2019,G20520,G20500,Mölbling,
NR2019,G20523,G20500,St. Georgen am Längsee,
NR2019,G20527,G20500,St. Veit an der Glan,
NR2019,G20530,G20500,Straßburg,
NR2019,G20531,G20500,Weitensfeld im Gurktal,
NR2019,G20534,G20500,Frauenstein,
NR2019,G20599,G20500,Wahlkarten - Sankt Veit an der Glan,
NR2019,G20600,G2C000,Spittal an der Drau,
NR2019,G20601,G20600,Bad Kleinkirchheim,
NR2019,G20602,G20600,Baldramsdorf,
NR2019,G20603,G20600,Berg im Drautal,
NR2019,G20604,G20600,Dellach im Drautal,
NR2019,G20605,G20600,Großkirchheim,
NR2019,G20607,G20600,Flattach,
NR2019,G20608,G20600,Gmünd in Kärnten,
NR2019,G20609,G20600,Greifenburg,
NR2019,G20610,G20600,Heiligenblut am Großglockner,
NR2019,G20611,G20600,Irschen,
NR2019,G20613,G20600,Kleblach-Lind,
NR2019,G20616,G20600,Lendorf,
NR2019,G20618,G20600,Mallnitz,
NR2019,G20619,G20600,Malta,
NR2019,G20620,G20600,Millstatt am See,
NR2019,G20622,G20600,Mörtschach,
NR2019,G20624,G20600,Mühldorf,
NR2019,G20625,G20600,Oberdrauburg,
NR2019,G20627,G20600,Obervellach,
NR2019,G20630,G20600,Radenthein,
NR2019,G20631,G20600,Rangersdorf,
NR2019,G20632,G20600,Rennweg am Katschberg,
NR2019,G20633,G20600,Sachsenburg,
NR2019,G20634,G20600,Seeboden am Millstätter See,
NR2019,G20635,G20600,Spittal an der Drau,
NR2019,G20636,G20600,Stall,
NR2019,G20637,G20600,Steinfeld,
NR2019,G20638,G20600,Trebesing,
NR2019,G20639,G20600,Weißensee,
NR2019,G20640,G20600,Winklern,
NR2019,G20642,G20600,Krems in Kärnten,
NR2019,G20643,G20600,Lurnfeld,
NR2019,G20644,G20600,Reißeck,
NR2019,G20699,G20600,Wahlkarten - Spittal an der Drau,
NR2019,G20700,G2B000,Villach Land,
NR2019,G20701,G20700,Afritz am See,
NR2019,G20702,G20700,Arnoldstein,
NR2019,G20703,G20700,Arriach,
NR2019,G20705,G20700,Bad Bleiberg,
NR2019,G20707,G20700,Feistritz an der Gail,
NR2019,G20708,G20700,Feld am See,
NR2019,G20710,G20700,Ferndorf,
NR2019,G20711,G20700,Finkenstein am Faaker See,
NR2019,G20712,G20700,Fresach,
NR2019,G20713,G20700,Hohenthurn,
NR2019,G20719,G20700,Nötsch im Gailtal,
NR2019,G20720,G20700,Paternion,
NR2019,G20721,G20700,Rosegg,
NR2019,G20722,G20700,St. Jakob im Rosental,
NR2019,G20723,G20700,Stockenboi,
NR2019,G20724,G20700,Treffen am Ossiacher See,
NR2019,G20725,G20700,Velden am Wörther See,
NR2019,G20726,G20700,Weißenstein,
NR2019,G20727,G20700,Wernberg,
NR2019,G20799,G20700,Wahlkarten - Villach Land,
NR2019,G20800,G2D000,Völkermarkt,
NR2019,G20801,G20800,Bleiburg,
NR2019,G20802,G20800,Diex,
NR2019,G20803,G20800,Eberndorf,
NR2019,G20804,G20800,Eisenkappel-Vellach,
NR2019,G20805,G20800,Feistritz ob Bleiburg,
NR2019,G20806,G20800,Gallizien,
NR2019,G20807,G20800,Globasnitz,
NR2019,G20808,G20800,Griffen,
NR2019,G20810,G20800,Neuhaus,
NR2019,G20812,G20800,Ruden,
NR2019,G20813,G20800,St. Kanzian am Klopeiner See,
NR2019,G20815,G20800,Sittersdorf,
NR2019,G20817,G20800,Völkermarkt,
NR2019,G20899,G20800,Wahlkarten - Völkermarkt,
NR2019,G20900,G2D000,Wolfsberg,
NR2019,G20901,G20900,Bad St. Leonhard im Lavanttal,
NR2019,G20905,G20900,Frantschach-St. Gertraud,
NR2019,G20909,G20900,Lavamünd,
NR2019,G20911,G20900,Preitenegg,
NR2019,G20912,G20900,Reichenfels,
NR2019,G20913,G20900,St. Andrä,
NR2019,G20914,G20900,St. Georgen im Lavanttal,
NR2019,G20918,G20900,St. Paul im Lavanttal,
NR2019,G20923,G20900,Wolfsberg,
NR2019,G20999,G20900,Wahlkarten - Wolfsberg,
NR2019,G21000,G2C000,Feldkirchen,
NR2019,G21001,G21000,Albeck,
NR2019,G21002,G21000,Feldkirchen in Kärnten,
NR2019,G21003,G21000,Glanegg,
NR2019,G21004,G21000,Gnesau,
NR2019,G21005,G21000,Himmelberg,
NR2019,G21006,G21000,Ossiach,
NR2019,G21007,G21000,Reichenau,
NR2019,G21008,G21000,St. Urban,
NR2019,G21009,G21000,Steindorf am Ossiacher See,
NR2019,G21010,G21000,Steuerberg,
NR2019,G21099,G21000,Wahlkarten - Feldkirchen,
NR2019,G2A000,G20000,Klagenfurt,
NR2019,G2A099,G2A000,Wahlkarten - Klagenfurt,
NR2019,G2B000,G20000,Villach,
NR2019,G2B099,G2B000,Wahlkarten - Villach,
NR2019,G2C000,G20000,Kärnten West,
NR2019,G2C099,G2C000,Wahlkarten - Kärnten West,
NR2019,G2D000,G20000,Kärnten Ost,
NR2019,G2D099,G2D000,Wahlkarten - Kärnten Ost,
NR2019,G30000,G00000,Niederösterreich,
NR2019,G30099,G30000,Wahlkarten - Niederösterreich,
NR2019,G30100,G3B000,Krems an der Donau(Stadt),
NR2019,G30101,G30100,Krems an der Donau,
NR2019,G30199,G30100,Wahlkarten - Krems an der Donau(Stadt),
NR2019,G30200,G3D000,Sankt Pölten(Stadt),
NR2019,G30201,G30200,St. Pölten,
NR2019,G30299,G30200,Wahlkarten - Sankt Pölten(Stadt),
NR2019,G30300,G3C000,Waidhofen an der Ybbs(Stadt),
NR2019,G30301,G30300,Waidhofen an der Ybbs,
NR2019,G30399,G30300,Wahlkarten - Waidhofen an der Ybbs(Stadt),
NR2019,G30400,G3E000,Wiener Neustadt(Stadt),
NR2019,G30401,G30400,Wiener Neustadt,
NR2019,G30499,G30400,Wahlkarten - Wiener Neustadt(Stadt),
NR2019,G30500,G3C000,Amstetten,
NR2019,G30501,G30500,Allhartsberg,
NR2019,G30502,G30500,Amstetten,
NR2019,G30503,G30500,Ardagger,
NR2019,G30504,G30500,Aschbach-Markt,
NR2019,G30506,G30500,Behamberg,
NR2019,G30507,G30500,Biberbach,
NR2019,G30508,G30500,Ennsdorf,
NR2019,G30509,G30500,Ernsthofen,
NR2019,G30510,G30500,Ertl,
NR2019,G30511,G30500,Euratsfeld,
NR2019,G30512,G30500,Ferschnitz,
NR2019,G30514,G30500,Haag,
NR2019,G30515,G30500,Haidershofen,
NR2019,G30516,G30500,Hollenstein an der Ybbs,
NR2019,G30517,G30500,Kematen an der Ybbs,
NR2019,G30520,G30500,Neuhofen an der Ybbs,
NR2019,G30521,G30500,Neustadtl an der Donau,
NR2019,G30522,G30500,Oed-Oehling,
NR2019,G30524,G30500,Opponitz,
NR2019,G30526,G30500,St. Georgen am Reith,
NR2019,G30527,G30500,St. Georgen am Ybbsfelde,
NR2019,G30529,G30500,St. Pantaleon-Erla,
NR2019,G30530,G30500,St. Peter in der Au,
NR2019,G30531,G30500,St. Valentin,
NR2019,G30532,G30500,Seitenstetten,
NR2019,G30533,G30500,Sonntagberg,
NR2019,G30534,G30500,Strengberg,
NR2019,G30536,G30500,Viehdorf,
NR2019,G30538,G30500,Wallsee-Sindelburg,
NR2019,G30539,G30500,Weistrach,
NR2019,G30541,G30500,Winklarn,
NR2019,G30542,G30500,Wolfsbach,
NR2019,G30543,G30500,Ybbsitz,
NR2019,G30544,G30500,Zeillern,
NR2019,G30599,G30500,Wahlkarten - Amstetten,
NR2019,G30600,G3F000,Baden,
NR2019,G30601,G30600,Alland,
NR2019,G30602,G30600,Altenmarkt an der Triesting,
NR2019,G30603,G30600,Bad Vöslau,
NR2019,G30604,G30600,Baden,
NR2019,G30605,G30600,Berndorf,
NR2019,G30607,G30600,Ebreichsdorf,
NR2019,G30608,G30600,Enzesfeld-Lindabrunn,
NR2019,G30609,G30600,Furth an der Triesting,
NR2019,G30612,G30600,Günselsdorf,
NR2019,G30613,G30600,Heiligenkreuz,
NR2019,G30614,G30600,Hernstein,
NR2019,G30615,G30600,Hirtenberg,
NR2019,G30616,G30600,Klausen-Leopoldsdorf,
NR2019,G30618,G30600,Kottingbrunn,
NR2019,G30620,G30600,Leobersdorf,
NR2019,G30621,G30600,Mitterndorf an der Fischa,
NR2019,G30623,G30600,Oberwaltersdorf,
NR2019,G30625,G30600,Pfaffstätten,
NR2019,G30626,G30600,Pottendorf,
NR2019,G30627,G30600,Pottenstein,
NR2019,G30629,G30600,Reisenberg,
NR2019,G30631,G30600,Schönau an der Triesting,
NR2019,G30633,G30600,Seibersdorf,
NR2019,G30635,G30600,Sooß,
NR2019,G30636,G30600,Tattendorf,
NR2019,G30637,G30600,Teesdorf,
NR2019,G30639,G30600,Traiskirchen,
NR2019,G30641,G30600,Trumau,
NR2019,G30645,G30600,Weissenbach an der Triesting,
NR2019,G30646,G30600,Blumau-Neurißhof,
NR2019,G30699,G30600,Wahlkarten - Baden,
NR2019,G30700,G3G000,Bruck an der Leitha,
NR2019,G30701,G30700,Au am Leithaberge,
NR2019,G30702,G30700,Bad Deutsch-Altenburg,
NR2019,G30703,G30700,Berg,
NR2019,G30704,G30700,Bruck an der Leitha,
NR2019,G30706,G30700,Enzersdorf an der Fischa,
NR2019,G30708,G30700,Göttlesbrunn-Arbesthal,
NR2019,G30709,G30700,Götzendorf an der Leitha,
NR2019,G30710,G30700,Hainburg a.d. Donau,
NR2019,G30711,G30700,Haslau-Maria Ellend,
NR2019,G30712,G30700,Höflein,
NR2019,G30713,G30700,Hof am Leithaberge,
NR2019,G30715,G30700,Hundsheim,
NR2019,G30716,G30700,Mannersdorf am Leithagebirge,
NR2019,G30718,G30700,Petronell-Carnuntum,
NR2019,G30719,G30700,Prellenkirchen,
NR2019,G30721,G30700,Rohrau,
NR2019,G30722,G30700,Scharndorf,
NR2019,G30724,G30700,Sommerein,
NR2019,G30726,G30700,Trautmannsdorf an der Leitha,
NR2019,G30728,G30700,Wolfsthal,
NR2019,G30729,G30700,Ebergassing,
NR2019,G30730,G30700,Fischamend,
NR2019,G30731,G30700,Gramatneusiedl,
NR2019,G30732,G30700,Himberg,
NR2019,G30733,G30700,Klein-Neusiedl,
NR2019,G30734,G30700,Lanzendorf,
NR2019,G30735,G30700,Leopoldsdorf,
NR2019,G30736,G30700,Maria-Lanzendorf,
NR2019,G30737,G30700,Moosbrunn,
NR2019,G30738,G30700,Rauchenwarth,
NR2019,G30739,G30700,Schwadorf,
NR2019,G30740,G30700,Schwechat,
NR2019,G30741,G30700,Zwölfaxing,
NR2019,G30799,G30700,Wahlkarten - Bruck an der Leitha,
NR2019,G30800,G3G000,Gänserndorf,
NR2019,G30801,G30800,Aderklaa,
NR2019,G30802,G30800,Andlersdorf,
NR2019,G30803,G30800,Angern an der March,
NR2019,G30804,G30800,Auersthal,
NR2019,G30805,G30800,Bad Pirawarth,
NR2019,G30808,G30800,Deutsch-Wagram,
NR2019,G30810,G30800,Drösing,
NR2019,G30811,G30800,Dürnkrut,
NR2019,G30812,G30800,Ebenthal,
NR2019,G30813,G30800,Eckartsau,
NR2019,G30814,G30800,Engelhartstetten,
NR2019,G30817,G30800,Gänserndorf,
NR2019,G30819,G30800,Glinzendorf,
NR2019,G30821,G30800,Groß-Enzersdorf,
NR2019,G30822,G30800,Großhofen,
NR2019,G30824,G30800,Groß-Schweinbarth,
NR2019,G30825,G30800,Haringsee,
NR2019,G30826,G30800,Hauskirchen,
NR2019,G30827,G30800,Hohenau an der March,
NR2019,G30828,G30800,Hohenruppersdorf,
NR2019,G30829,G30800,Jedenspeigen,
NR2019,G30830,G30800,Lassee,
NR2019,G30831,G30800,Leopoldsdorf im Marchfelde,
NR2019,G30834,G30800,Mannsdorf an der Donau,
NR2019,G30835,G30800,Marchegg,
NR2019,G30836,G30800,Markgrafneusiedl,
NR2019,G30838,G30800,Matzen-Raggendorf,
NR2019,G30841,G30800,Neusiedl an der Zaya,
NR2019,G30842,G30800,Obersiebenbrunn,
NR2019,G30844,G30800,Orth an der Donau,
NR2019,G30845,G30800,Palterndorf-Dobermannsdorf,
NR2019,G30846,G30800,Parbasdorf,
NR2019,G30848,G30800,Prottes,
NR2019,G30849,G30800,Raasdorf,
NR2019,G30850,G30800,Ringelsdorf-Niederabsdorf,
NR2019,G30852,G30800,Schönkirchen-Reyersdorf,
NR2019,G30854,G30800,Spannberg,
NR2019,G30856,G30800,Strasshof an der Nordbahn,
NR2019,G30857,G30800,Sulz im Weinviertel,
NR2019,G30858,G30800,Untersiebenbrunn,
NR2019,G30859,G30800,Velm-Götzendorf,
NR2019,G30860,G30800,Weikendorf,
NR2019,G30863,G30800,Zistersdorf,
NR2019,G30865,G30800,Weiden an der March,
NR2019,G30899,G30800,Wahlkarten - Gänserndorf,
NR2019,G30900,G3B000,Gmünd,
NR2019,G30902,G30900,Amaliendorf-Aalfang,
NR2019,G30903,G30900,Brand-Nagelberg,
NR2019,G30904,G30900,Eggern,
NR2019,G30906,G30900,Eisgarn,
NR2019,G30908,G30900,Gmünd,
NR2019,G30909,G30900,Großdietmanns,
NR2019,G30910,G30900,Bad Großpertholz,
NR2019,G30912,G30900,Großschönau,
NR2019,G30913,G30900,Moorbad Harbach,
NR2019,G30915,G30900,Haugschlag,
NR2019,G30916,G30900,Heidenreichstein,
NR2019,G30917,G30900,Hirschbach,
NR2019,G30920,G30900,Hoheneich,
NR2019,G30921,G30900,Kirchberg am Walde,
NR2019,G30925,G30900,Litschau,
NR2019,G30929,G30900,Reingers,
NR2019,G30932,G30900,St. Martin,
NR2019,G30935,G30900,Schrems,
NR2019,G30939,G30900,Unserfrau-Altweitra,
NR2019,G30940,G30900,Waldenstein,
NR2019,G30942,G30900,Weitra,
NR2019,G30999,G30900,Wahlkarten - Gmünd,
NR2019,G31000,G3A000,Hollabrunn,
NR2019,G31001,G31000,Alberndorf im Pulkautal,
NR2019,G31008,G31000,Göllersdorf,
NR2019,G31009,G31000,Grabern,
NR2019,G31014,G31000,Guntersdorf,
NR2019,G31015,G31000,Hadres,
NR2019,G31016,G31000,Hardegg,
NR2019,G31018,G31000,Haugsdorf,
NR2019,G31019,G31000,Heldenberg,
NR2019,G31021,G31000,Hohenwarth-Mühlbach a.M.,
NR2019,G31022,G31000,Hollabrunn,
NR2019,G31025,G31000,Mailberg,
NR2019,G31026,G31000,Maissau,
NR2019,G31028,G31000,Nappersdorf-Kammersdorf,
NR2019,G31033,G31000,Pernersdorf,
NR2019,G31035,G31000,Pulkau,
NR2019,G31036,G31000,Ravelsbach,
NR2019,G31037,G31000,Retz,
NR2019,G31038,G31000,Retzbach,
NR2019,G31041,G31000,Schrattenthal,
NR2019,G31042,G31000,Seefeld-Kadolz,
NR2019,G31043,G31000,Sitzendorf an der Schmida,
NR2019,G31051,G31000,Wullersdorf,
NR2019,G31052,G31000,Zellerndorf,
NR2019,G31053,G31000,Ziersdorf,
NR2019,G31099,G31000,Wahlkarten - Hollabrunn,
NR2019,G31100,G3B000,Horn,
NR2019,G31101,G31100,Altenburg,
NR2019,G31102,G31100,Brunn an der Wild,
NR2019,G31103,G31100,Burgschleinitz-Kühnring,
NR2019,G31104,G31100,Drosendorf-Zissersdorf,
NR2019,G31105,G31100,Eggenburg,
NR2019,G31106,G31100,Gars am Kamp,
NR2019,G31107,G31100,Geras,
NR2019,G31109,G31100,Horn,
NR2019,G31110,G31100,Irnfritz-Messern,
NR2019,G31111,G31100,Japons,
NR2019,G31113,G31100,Langau,
NR2019,G31114,G31100,Meiseldorf,
NR2019,G31117,G31100,Pernegg,
NR2019,G31119,G31100,Röhrenbach,
NR2019,G31120,G31100,Röschitz,
NR2019,G31121,G31100,Rosenburg-Mold,
NR2019,G31123,G31100,St. Bernhard-Frauenhofen,
NR2019,G31124,G31100,Sigmundsherberg,
NR2019,G31129,G31100,Weitersfeld,
NR2019,G31130,G31100,Straning-Grafenberg,
NR2019,G31199,G31100,Wahlkarten - Horn,
NR2019,G31200,G3A000,Korneuburg,
NR2019,G31201,G31200,Bisamberg,
NR2019,G31202,G31200,Enzersfeld im Weinviertel,
NR2019,G31203,G31200,Ernstbrunn,
