TKey,Author,Title,Year,Type,School,Country,Pages,ISBN
T17849,A870348,Propagation et réduction des incertitudes dans les modèles de changement d'occupation des sols . (Propagation and reduction uncertainty in land cover change models),2017,PhD,Manouba University,Tunisia,,
T17883,A997993,Search-based automatic image annotation using geotagged community photos. (Recherche basée sur l'annotation automatique des images à l'aide de photos collaboratives géolocalisées),2014,PhD,University of Passau,Germany,,
T17917,A1047516,Décentralisation Optimisée et Synchronisation des Procédés Métiers Inter-Organisationnels. (Optimized Decentralization and synchronization of Inter-Organizaion Business Processes),2011,PhD,Henri Poincaré University,France,,
T17920,A2411066,Computational detection of socioeconomic inequalities. (Détection computationnelle des inégalités socioéconomiques),2020,PhD,University of Lyon,France,,
T18062,A530196,Extraction de connaissances spatio-temporelles incertaines pour la prédiction de changements en imagerie satellitale. (Uncertain Spatiotemporal Knowledge Discovery for Change Prediction in Sateliite Imagery),2012,PhD,University of Rennes 1,France,,
T18066,A1131440,Systèmes de recommandation dans des contextes industriels. (Recommender systems in industrial contexts),2012,PhD,Grenoble Alpes University,France,,
T18099,A1693747,Algorithmic Contributions to Qualitative Constraint-based Spatial and Temporal Reasoning. (Contributions Algorithmiques au Raisonnement Spatial et Temporel basé sur des Contraintes Qualitatives),2017,PhD,Artois University,France,,
T18102,A589617,Recommandation Diversifiée et Distribuée pour les Données Scientifiques. (Diversified and Distributed Recommendation for Scientific Data),2014,PhD,Montpellier 2 University,France,,
T18131,A817305,Efficient persistence; query; and transformation of large models. (Persistance; requêtage; et transformation efficaces de grands modèles),2017,PhD,IMT Atlantique Bretagne Pays de la Loire,France,,
T18159,A18266,Mining user similarity in online social networks: analysis;modeling and applications. (Fouille de similarité de l'utilisateur dans les réseaux sociaux: analyse; modélisation et applications),2015,PhD,Telecom Management SudParis,France,,
T18177,A817079,Practically Preserving and Evaluating Location Privacy. (Protéger et évaluer la confidentialité des données géo-localisées par la pratique),2018,PhD,University of Lyon,France,,
T18183,A2161654,Mesures de proximité appliquées à la détection de communautés dans les grands graphes de terrain. (Proximity measure applied to community detection in complex networks),2015,PhD,Pierre and Marie Curie University,France,,
T18250,A2210420,A Declarative Approach to Modeling and Solving the View Selection Problem. (Une approche déclarative pour la modélisation et la résolution du problème de la sélection de vues à matérialiser),2012,PhD,Montpellier 2 University,France,,
T18270,A1968822,Conception et implémentation semi-automatique des entrepôts de données: application aux données écologiques. (Semi-automatic conception and implementation of data warehouses: application to ecological data),2015,PhD,University of Burgundy,France,,
T18325,A2289758,Nouvelles approches pour la détection de relations utiles dans les processus: application aux parcours de santé. (New approaches for the discovery of high-utility relations in processes: application to healthcare),2018,PhD,University of Clermont Auvergne,France,,
T18346,A1541814,Efficient Querying and Analytics of Semantic Web Data. (Interrogation et Analyse Efficiente des Données du Web Sémantique),2014,PhD,University of Paris Sud,France,,
T18352,A849359,Vers une représentation du contexte thématique en Recherche d'Information. (Generative models of topical context for Information Retrieval),2013,PhD,University of Avignon,France,,
T18370,A2170999,Peer-to-Peer Recommendation for Large-Scale Online Communities. (Recommandation Pair-à-Pair pour Communautés en Ligne à Grande Echelle),2012,PhD,Montpellier 2 University,France,,
T18372,A2237913,Understanding human dynamics from large-scale location-centric social media data: analysis and applications. (Exploration de la dynamique humaine basée sur des données massives de réseaux sociaux de géolocalisation: analyse et applications),2015,PhD,Telecom Management SudParis,France,,
T18382,A1562567,Visualisation d'information: de la théorie sémiotique à des exemples pratiques basés sur la représentation de graphes et d'hypergraphes. (Information visualization: from semiotic theory to practical examples based on graphs and hypergraphs representation),2011,PhD,University of Bordeaux,France,,
T18432,A1825903,Gestion et exploitation de larges bases de connaissances en présence de données incomplètes et incertaines. (Management and Exploitation of Large and Uncertain Knowledge Bases),2019,PhD,University of Poitiers,France,,
T18467,A199058,On the Static Analysis for SPARQL Queries using Modal Logic. (Sur l'analyse statique des requêtes SPARQL avec la logique modale),2015,PhD,Grenoble Alpes University,France,,
T18550,A238175,Large-scale data management in real-world graphs. (Gestion des grandes masses de données dans les graphes réels),2013,PhD,Télécom ParisTech,France,,
T18565,A1189866,Semantic Representation of a Heterogeneous Document Corpus for an Innovative Information Retrieval Model: Application to the Construction Industry. (Représentation Sémantique de Corpus de Documents Hétérogènes pour un Modèle de Recherche d'Information Novateur: Application au Domaine du Bâtiment),2018,PhD,University of Pau and Pays de l'Adour,France,,
T18654,A2349981,Topological and Domain Knowledge-based Subgraph Mining: Application on Protein 3D-Structures. (Fouille de Sous-graphes Basée sur la Topologie et la Connaissance du Domaine: Application sur les Structures 3D de Protéines),2013,PhD,Blaise Pascal University,France,,
T18711,A2284075,TempoWordNet: une ressource lexicale pour l'extraction d'information temporelle . (TempoWordNet: A Lexical Resource for Temporal Information Retrieval),2016,PhD,University of Caen Normandy,France,,
T18747,A930154,A Formal Framework for specifying and Analyzing Liabilities Using Log as Digital Evidence. (Un cadre formel pour spécifier et analyser les responsabilités; basé sur les logs comme preuve électronique),2012,PhD,Grenoble Alpes University,France,,
T18761,A736745,Secure communications in wireless networks for biomedical EEG sensor networks applications. (Sécurisation des communications pour les réseaux de capteurs sans fil; application aux réseaux biomédicaux de type EEG),2018,PhD,University of Burgundy Franche Comté,France,,
T18765,A336012,Matching user accounts across online social networks: methods and applications. (Corrélation des profils d'utilisateurs dans les réseaux sociaux: méthodes et applications),2014,PhD,Pierre and Marie Curie University,France,,
T18819,A2008620,Generic Model-based Approaches for Software Reverse Engineering and Comprehension. (Approches Génériques Basées sur les Modèles pour la Rétro-Ingénierie et Compréhension du Logiciel),2018,PhD,University of Nantes,France,,
T18830,A2167661,Enforcement of Privacy Preferences in Data Services: A SPARQL Query Rewriting Approach. (Mise en oeuvre de politiques de protection de données à caractère personnel: ine approche reposant sur la réécriture de requêtes SPARQL),2013,PhD,University of Rennes 1,France,,
T18839,A2350848,Verification of communicating recursive programs via split-width. (Vérification de programmes récursifs et communicants via split-width),2014,PhD,École normale supérieure de Cachan,France,,
T18887,A347236,Data-intensive interactive workflows for visual analytics. (Données en masse et workflows interactifs pour la visualisation analytique),2011,PhD,University of Paris Sud,France,,
T18894,A2364823,Exécution interactive pour expériences computationnelles à grande échelleInteractive Execution for Large Scale Computational Experiments,2013,PhD,Federal University of Rio de Janeiro,Brazil,,
T18951,A2408879,Optimizing Communication Cost in Distributed Query Processing. (Optimisation du coût de communication des données dans le traitement des requêtes distribuées),2017,PhD,University of Clermont Auvergne,France,,
T18956,A2371513,Logique de requêtes à la XPath: systèmes de preuve et pretinence pratique. (XPath-like Query Logics: Proof Systems and Real-World Applicability),2019,PhD,University of Paris Saclay,France,,
T18978,A1780076,New methods for multi-objective learning. (Nouvelles méthodes pour l'apprentissage multi-objectifs),2016,PhD,University of Technology of Compiègne,France,,
T19011,A963816,Kevoree: Model@Runtime pour le de'veloppement continu de systèmes adaptatifs distribue's he'te'rogènes. (Model@Runtime for continuous development of heterogeneous distributed adaptive systems),2013,PhD,University of Rennes 1,France,,
T19029,A361390,Scalable view-based techniques for web data: algorithms and systems. (Techniques efficaces basées sur des vues matérialisées pour la gestion des données du Web: algorithmes et systèmes),2013,PhD,University of Paris Sud,France,,
T19082,A320738,Learning functional brain atlases modeling inter-subject variability. (Apprentissage d'atlas fonctionnel du cerveau modélisant la variabilité inter-individuelle),2015,PhD,University of Paris Saclay,France,,
T19127,A401945,The Analysis and Co-design of Weakly-Consistent Applications. (Analyse et co-conception d'applications faiblement cohérentes),2016,PhD,Pierre and Marie Curie University,France,,
T19140,A1518421,Découverte de schéma pour les données du Web sémantique. (Schema Discovery in Semantic Web Data Sources),2017,PhD,University of Paris Saclay,France,,
T19149,A983785,Un algorithme de fouille de données générique et parallèle pour architecture multi-coeurs. (A generic and parallel pattern mining algorithm for multi-core architectures),2011,PhD,Grenoble Alpes University,France,,
T19155,A1317680,Structured Sparsity-Inducing Norms: Statistical and Algorithmic Properties with Applications to Neuroimaging. (Normes Parcimonieuses Structurées: Propriétés Statistiques et Algorithmiques avec Applications à l'Imagerie Cérébrale),2011,PhD,École normale supérieure de Cachan,France,,
T19156,A1080108,Automatic reconstruction and analysis of security policies from deployed security components. (Analyse et reconstruction automatique de politiques de sécurité de composants de sécurité déployés),2014,PhD,École des mines de Nantes,France,,
T19191,A1696172,Mathematical methods of image analysis for cross-sectional and longitudinal population studies. (Méthodes mathématiques d'analyse d'image pour les études de population transversales et longitudinales.),2013,PhD,Paris Dauphine University,France,,
T19208,A436290,Décomposition de spectrogrammes musicaux informée par des modèles de synthèse spectrale. Modélisation des variations temporelles dans les éléments sonores. (Decomposition of musical spectrograms informed by spectral synthesis models. Modeling of time variations in sound elements),2011,PhD,Télécom ParisTech,France,,
T19242,A854490,Multisite Management of Scientific Workflows in the Cloud. (Gestion multisite de workflows scientifiques dans le cloud),2016,PhD,University of Montpellier,France,,
T19289,A992076,Querying probabilistic XML. (Interrogation des bases de données XML probabilistes),2012,PhD,Télécom ParisTech,France,,
T19299,A1188458,Modèles thématiques pour la découverte non supervisée de points de vue sur le Web. (Topic Models for Unsupervised Discovery of Viewpoints on the Web),2017,PhD,Paul Sabatier University,France,,
T19322,A1340140,Modèles probabilistes pour les fréquences de mots et la recherche d'information. (Probabilistic Models of Document Collections),2011,PhD,Grenoble Alpes University,France,,
T19442,A1861219,Distributed frequent subgraph mining in the cloud. (Fouille de sous-graphes fréquents dans les nuages),2013,PhD,Tunis El Manar University,Tunisia,,
T19443,A677062,Intelligent Content Acquisition in Web Archiving. (Acquisition des contenus intelligents dans l'archivage du Web),2014,PhD,Télécom ParisTech,France,,
T19448,A1284692,Database techniques for semantics-rich semi-structured Web data. (Techniques d'optimisation pour des données semi-structurées du web sémantique),2013,PhD,University of Paris Sud,France,,
T19468,A1694604,A model-based approach for extracting business rules out of legacy information systems. (Une approche dirigée par les modéles pour l'extraction de règles métier à partir des systèmes d'informations hérités),2013,PhD,École des mines de Nantes,France,,
T19524,A337541,Proofs of security protocols revisited. (Les preuves de protocoles cryptographiques revisitées),2015,PhD,École normale supérieure de Cachan,France,,
T19544,A544484,Boost the Reliability of the Linux Kernel: Debugging Kernel Oopses. (Aider le mainteneur d'applications libres à répondre aux rapports d'erreur),2014,PhD,Pierre and Marie Curie University,France,,
T19574,A122344,Recherche d'Information Monolingue et Translinguistique: de la Désambiguïsation vers l'Expansion Sémantique de Requêtes. (Mono- and Cross-Language Information Retrieval: From Semantic Query Disambiguation to Query Expansion),2018,PhD,Université de la Manouba,Tunisia,,
T19581,A1942313,Query enumeration and nowhere dense graphs. (Énumération des requêtes et graphes nulle-part denses),2018,PhD,Paris Diderot University,France,,
T19606,A1909630,A Content-Centric Networking Node for a Realistic Efficient Implementation and Deployment. (Un noeud de réseaux orientés contenus réaliste et performant),2014,PhD,University of Rennes 1,France,,
T19726,A103117,Conception d'un famework pour la relaxation des requêtes SPARQL. (Design of a Framework for Cooperative Answering of SPARQL Query in RDF Database),2016,PhD,École nationale supérieure de mécanique et d'aérotechnique,France,,
T19732,A1440626,Cross-Model Queries and Schemas: Complexity and Learning. (Requêtes et Schémas Hétérogènes: Complexité et Apprentissage),2015,PhD,Lille University of Science and Technology,France,,
T19738,A1685407,Approches vers des modèles unifiés pour l'intégration de bases de connaissances. (Approaches Towards Unified Models for Integrating Web Knowledge Bases),2016,PhD,University of Paris Saclay,France,,
T19761,A1077858,Answering SPARQL Queries using Views. (Répondre aux Requêtes SPARQL grâce aux Vues),2016,PhD,University of Nantes,France,,
T19788,A1033236,Factorisation matricielle; application à la recommandation personnalisée de préférences. (Matrix factorization; application to preference prediction in recommender systems),2014,PhD,INSA de Rouen,France,,
T19865,A105619,Abstraction and comparison of execution traces for analysis of embedded multimedia applications. (Abstraction et comparaison de traces d'exécution pour l'analyse d'applications multimédias embarquées),2014,PhD,Grenoble Alpes University,France,,
T19883,A1876879,Partage de documents sécurisé dans le Cloud Personnel. (Secure document sharing through Personnal Cloud),2018,PhD,University of Paris Saclay,France,,
T19924,A2355534,Embedded Real-Time Virtualization Technology for Reconfigurable Platforms. (Étude des techniques de virtualisation pour des systèmes temps-réel et reconfigurables dynamiquement),2016,PhD,Bretagne Loire University,France,,
T19943,A1440959,Towards Privacy-Preserving Publication of Continuous and Dynamic Data Spatial Indexing and Bucketization Approaches. (Publication de données qui préserve la vie privée pour des données continues et dynamiques: Les approches d'indexation spatiales et de bucketization),2013,PhD,University of Nantes,France,,
T19954,A1015935,Self-describing objects with tangible data structures. (Objets intelligents avec des données tangibles),2014,PhD,University of Rennes 1,France,,
T19988,A362256,Automatically Modeling Conversations as Processes of Interrelated Speech Intentions. (Modélisation automatique des conversations en tant que processus d'intentions de discours interdépendantes),2018,PhD,Pantheon Sorbonne University,France,,
T20003,A2354580,Predicting Home Wi-Fi QoE from Passive Measurements on Commodity Access Points. (Prédiction de la QoE de la Wi-Fi domestique avec mesures passives sur les points d'accès de base),2017,PhD,Pierre and Marie Curie University,France,,
T20007,A1466673,Inconsistency Handling in Ontology-Mediated Query Answering. (Gestion des incohérences pour l'accès aux données en présence d'ontologies),2016,PhD,University of Paris Saclay,France,,
T20018,A1935203,Logics of Communication and Knowledge,2012,PhD,University of Amsterdam,The Netherlands,,
T20028,A2189039,Query evaluation with constant delay. (L'évaluation de requêtes avec un délai constant),2013,PhD,École normale supérieure de Cachan,France,,
T20078,A1709213,Feature selection for semi-supervised data analysis in decisional information systems. (Sélection de variables pour l'analyse semi-supervisées des données dans les systèmes d'Information décisionnels),2013,PhD,INSA de Lyon,France,,
T20127,A557448,Contrôle intelligent de la domotique à partir d'informations temporelles multisources imprécises et incertaines,2013,PhD,University of Grenoble,France,,
T20153,A174692,Towards RDF Normalization. (Normalisation des ressources RDF),2016,PhD,University of Pau and Pays de l'Adour,France,,
T20161,A1187314,Preuves symboliques de propriétés d'indistinguabilité calculatoire. (Symbolic Proofs of Computational Indistinguishability),2019,PhD,University of Paris Saclay,France,,
T20173,A104806,Mise en contexte des traces pour une analyse en niveaux d'abstraction. (Exploiting context for an structuration of execution traces in abstraction layers),2015,PhD,Grenoble Alpes University,France,,
T20174,A122603,XML manipulation by non-expert users. (Manipulation des données XML par des utilisateurs non-experts),2011,PhD,Jean Monnet University,France,,
T20200,A91716,Contrôle des applications fondé sur la qualité de service pour les plate-formes logicielles dématérialisées (Cloud). (Control of applications based on quality of service in Cloud software platforms),2015,PhD,Grenoble Alpes University,France,,
T20222,A1466762,Formalizing and Studying Dialectical Explanations in Inconsistent Knowledge Bases. (Formalisation et Etude des Explications Dialectiques dans les Bases de Connaissances Incohérentes),2016,PhD,University of Montpellier,France,,
T20228,A416250,Recognizing and predicting activities in smart homes. (Reconnaissance et prédiction d'activités dans la maison connectée),2018,PhD,Grenoble Alpes University,France,,
T20253,A1549651,Graph Mining And Community Evaluation With Degeneracy. (Fouille de graphe et communautaire evaluation avec degenerescence),2013,PhD,École Polytechnique,France,,
T20254,A1146650,On the Efficient Distributed Evaluation of SPARQL Queries. (De l'évaluation répartie et efficace de requêtes SPARQL),2016,PhD,Grenoble Alpes University,France,,
T20287,A566021,Impact of mobility and deployment in confined spaces on low power and lossy network. (Impact de la mobilité et du déploiement dans des espaces confinés sur un réseau à faible consommation et à perte),2019,PhD,University of Clermont Auvergne,France,,
T20326,A871049,Accès personnalisé à l'information: prise en compte de la dynamique utilisateur. (Personnalized access to information: taking the user's dynamic into account),2017,PhD,Pierre and Marie Curie University,France,,
T20340,A1807590,Exploring heterogeneity in loosely consistent decentralized data replication. (Explorer l'hétérogénéité dans la réplication de données décentralisées faiblement cohérentes),2018,PhD,University of Rennes 1,France,,
T20354,A1885104,Distributed RDF stream processing and reasoning. (Traitement et raisonnement distribués des flux RDF),2018,PhD,University of Paris Est,France,,
T20370,A307576,A Contract-based and Trust-aware Collaboration Model. (Un modèle de collaboration basé sur les contrats et la confiance),2012,PhD,University of Lorraine,France,,
T20459,A408705,Définition et évaluation de modèles de recherche d'information collaborative basés sur les compétences de domaine et les rôles des utilisateurs. (Definition and evaluation of collaborative ranking models based on users' domain expertise and roles),2014,PhD,University of Toulouse,France,,
T20490,A628849,CURARE: curating and managing big data collections on the cloud. (CURARE: curation et gestion de collections de données volumineuses sur le cloud),2018,PhD,University of Lyon,France,,
T20498,A680943,Web services composition in uncertain environments. (Composition des services web dans des environnements incertains),2015,PhD,Claude Bernard University Lyon 1,France,,
T20522,A393074,StreamCloud: An Elastic Parallel-Distributed Stream Processing Engine. (StreamCloud: un moteur de traitement de streams parallèle et distribué),2012,PhD,Technical University of Madrid,Spain,,
T20531,A2010219,Semantic and flexible query processing of medical images using ontologies. (Traitement sémantique et flexible de requêtes d'images médicales en utilisant une ontologie),2016,PhD,Blaise Pascal University,France,,
T20538,A1666550,Main Memory XML Update Optimization: algorithms and experiments. (Optimisation des mises à jours XML pour les systèmes main-memory: implémentation et expériences),2011,PhD,University of Paris Sud,France,,
T20549,A1703191,A multidimensional analysis of malicious and compromised websites. (Plusieurs axes d'analyse de sites web compromis et malicieux),2014,PhD,Télécom ParisTech,France,,
T20577,A302839,Text-Based Ephemeral Clustering for Web Image Retrieval on Mobile Devices (version 1). (Partitionnement Éphémère pour la Recherche d'Images Web en Dispositifs Nomades (version 1)),2014,PhD,University of Caen Normandy,France,,
T20582,A1017108,Agrégation de classements avec égalités: algorithmes; guides à l'utilisateur et applications aux données biologiques. (Rank aggregation with ties: algorithms; user guidance et applications to biologicals data),2015,PhD,University of Paris Sud,France,,
T20634,A971140,Extended H2 - H∞ controller synthesis for linear time invariant descriptor systems. (Commande H2 - H∞ non standard des systèmes implicites),2011,PhD,École des mines de Nantes,France,,
T20652,A24440,Modélisation sémantique du cloud computing: vers une composition de services DaaS à sémantique incertaine. (Semantic modeling for cloud computing: toward Daas service composition with uncertain semantics),2015,PhD,Claude Bernard University Lyon 1,France,,
T20658,A1722270,Short text contextualization in information retrieval: application to tweet contextualization and automatic query expansion. (Contextualisation de textes courts pour la recherche d'information: application à la contextualisation de tweets et à l'expansion automatique de requêtes),2016,PhD,University of Toulouse II,France,,
T20676,A1954889,Massive distribution for indexing and mining time series. (Indexation et analyse de très grandes masses de séries temporelles),2018,PhD,University of Montpellier,France,,
T20738,A175484,Quality of experience and video services adaptation. (Qualité d'expérience et adaptation de services vidéo),2015,PhD,Telecom Management SudParis,France,,
T20790,A1520324,Von Mises-Fisher based (co-)clustering for high-dimensional sparse data: application to text and collaborative filtering data. (Modèles de mélange de von Mises-Fisher pour la classification simple et croisée de données éparses de grande dimension),2016,PhD,Paris Descartes University,France,,
T20804,A1521812,Distributed data management with a declarative rule-based language webdamlog. (Gestion des données distribuées avec le langage de règles Webdamlog),2013,PhD,University of Paris Sud,France,,
T20861,A113422,Machine Learning for Predictive Maintenance in Aviation. (Apprentissage Automatique pour la Maintenance Predictive dans le Domaine de l'Aviation),2017,PhD,University of Paris Saclay,France,,
T20863,A2232642,Conjunctive Query Answering Under Existential Rules - Decidability; Complexity; and Algorithms,2013,PhD,Montpellier 2 University,France,,
T20891,A2284534,Knowledge Representation and Management in Indoor Mobile Environments. (Représentation et Gestion des Connaissances dans les Environnements Intérieurs Mobiles),2013,PhD,University of Western Brittany,France,,
T20895,A1567596,Execution support for multi-threaded active objects: design and implementation. (Support à l'exécution pour objets actifs multi-threadés: conception et implémentation),2016,PhD,University of Nice Sophia Antipolis,France,,
T20991,A925537,Information Retrieval (IR) Modeling by Logic and Lattice. Application to Conceptual IR. (Modélisation de la Recherche d'Information par la Logique et les Treillis. Application à la Recherche d'Information Conceptuelle),2014,PhD,University of Grenoble,France,,
T20998,A364189,Mining Representative Items and Itemsets with Binary Matrix Factorization and Instance Selection. (Fouille d'items et d'itemsets représentatifs avec des méthodes de décomposition de matrices binaires et de sélection d'instances),2015,PhD,Grenoble Alpes University,France,,
T21014,A1556299,Dynamic optimal control for distress large financial networks and Mean field systems with jumps. (Contrôle stochastique de systèmes à champs moyens et applications au contrôle du risque systémique),2019,PhD,Paris Dauphine University,France,,
T21044,A835580,On the security of authentication protocols on the web. (La sécurité des protocoles d'authentification sur leWeb),2016,PhD,PSL Research University,France,,
T21051,A1437016,Learning Information Retrieval Functions and Parameters on Unlabeled Collections. (Apprentissage des fonctions de la recherche d'information et leurs paramètres sur des collections non-étiquetées),2014,PhD,Joseph Fourier University,France,,
T21083,A2416300,Vers une conception logique et physique des bases de données avancées dirigée par la variabilité. (Towards a Variability-Aware Logical and Physical Database Design),2016,PhD,École nationale supérieure de mécanique et d'aérotechnique,France,,
T21097,A264242,Optimisation des requêtes skyline multidimensionnelles. (Optimization of multidimensional skyline queries),2017,PhD,University of Bordeaux,France,,
T21111,A404821,Indexation pour la recherche par le contenu textuel de flux RSS. (Indexing by content in RSS systems.),2013,PhD,Conservatoire national des arts et métiers,France,,
T21207,A1800029,Querying and Mining Multigraphs. (Requêtes et fouille de multigraphes),2017,PhD,University of Montpellier,France,,
T21228,A1146731,Algorithmes d'approximation pour la gestion de stock. (Approximation algorithms for inventory control models),2013,PhD,University of Grenoble,France,,
T21250,A24597,Provenance et Qualité dans les Workflows Orientés Données: application à la plateforme WebLab. (Provenance and Quality in Data Oriented Workflows: application to the WebLab Platform),2015,PhD,Pierre and Marie Curie University,France,,
T21342,A914149,On-demand Development of Statistical Machine Translation Systems. (Développement à la demande des systèmes de traduction automatique statistiques),2014,PhD,University of Paris Sud,France,,
T21346,A546584,Monitoring business process compliance: a view based approach. (Monitoring de la conformité des processus métiers: approche à base de vues),2012,PhD,Claude Bernard University Lyon 1,France,,
T21351,A1879318,On the foundations for the compilation of web data queries: optimization and distributed evaluation of SPARQL. (Sur la compilation des langages de requêtes pour le web des données: optimisation et évaluation distribuée de SPARQL),2018,PhD,Grenoble Alpes University,France,,
T21372,A552604,On the dynamics of active documents for distributed data management. (Etude de la dynamique des documents actifs pour la gestion d'information distribuées),2011,PhD,University of Paris Sud,France,,
T21400,A1802550,Diffusion de l'information dans les réseaux sociaux. (Information diffusion in social networks),2013,PhD,Grenoble Alpes University,France,,
T21440,A1890855,Distributed and Privacy-Preserving Personal Queries on Personal Clouds. (Requêtes distribuées et respectueuses de la vie privée de Nuages Personnels),2019,PhD,Versailles Saint Quentin en Yvelines University,France,,
T21488,A1422894,Applications of Reformulations in Mathematical Programming,2012,PhD,École Polytechnique,France,,
T21500,A639543,Détection d'anomalies dans les séries temporelles: application aux masses de données sur les pneumatiques. (Outlier detection for time series data: application to tyre data),2018,PhD,University of Lyon,France,,
T21503,A1470094,Semantic similarities at the core of generic indexing and clustering approaches. (Les similarités sémantiques au cœur d'approches génériques d'indexation et de catégorisation),2015,PhD,University of Montpellier,France,,
T21529,A1700610,Axon Morphology Analysis: from Image Processing to Modelling. (Analyse de la Morphologie Axonale: du Traitement des Images a la Modélisation),2014,PhD,University of Nice Sophia Antipolis,France,,
T21564,A908581,View-based query determinacy and rewritings over graph databases. (Vues et requêtes sur les graphes de données: déterminabilité et réécritures),2015,PhD,University of Paris Saclay,France,,
T21611,A1555006,Inventory Routing Problems with Explicit Energy Consideration. (ProblèMES de Tournées avec gestion de Stock et prise en compte explicite de la consommation d'éNergie),2017,PhD,Paul Sabatier University,France,,
T21655,A82124,An Algebraic Approach for Scientific Workflows with Large Scale Data (Une Approche Algébrique pour les Workflows Scientifiques Orientés-Données),2011,PhD,Federal University of Rio de Janeiro,Brazil,,
T21750,A158802,Combined Complexity of Probabilistic Query Evaluation. (Complexité combinée d'évaluation de requêtes sur des données probabilistes),2018,PhD,University of Paris Saclay,France,,
T21772,A1485419,Sharing and Usage Control of Personal Information. (Partage et Contrôle d'Usage de Données Personnelles),2016,PhD,University of Paris Saclay,France,,
T21815,A629827,Parallel Itemset Mining in Massively Distributed Environments. (Fouille de motifs en parallèle dans des environnements massivement distribués),2016,PhD,University of Montpellier,France,,
T21819,A29555,Modélisation sémantique des bases de données d'inventaires en cycle de vie. (Semantic modelling of life cycle inventory databases),2013,PhD,Institut national des sciences appliquées de Lyon,France,,
T21842,A517676,Réponses manquantes: Débogage et Réparation de requêtes. (Query Debugging and Fixing to Recover Missing Query Results),2015,PhD,University of Paris Saclay,France,,
T21877,A1700668,Partitionnement dans les systèmes de gestion de données parallèles. (Data Partitioning in Parallel Data Management Systems),2013,PhD,Montpellier 2 University,France,,
T21883,A914818,Structural and microstructural neuroimaging for diagnosis and tracking of neurodegenerative diseases. (Neuroimagerie structurel et microstructurel pour le diagnostic et le suivi de maladies neurodegeneratives),2019,PhD,Pierre and Marie Curie University,France,,
T21897,A1699949,Énumération et numération. (Enumeration and numeration),2016,PhD,Télécom ParisTech,France,,
T21952,A1332198,Level of detail for granular audio-graphic rendering: representation; implementation; and user-based evaluation. (Niveau de détail pour le rendu audio-graphique granulaire: la représentation; l'implémentation; l'évaluation basée sur les utilisateurs),2013,PhD,University of Paris Sud,France,,
T21974,A248761,Reinforcement Learning Approaches in Dynamic Environments. (Approches d'apprentissage par renforcement dans les environnements dynamiques),2018,PhD,Télécom ParisTech,France,,
T21976,A1797379,The many faces of approximation in KNN graph computation. (Les multiples facettes des approximations dans la construction de graphes KNN),2018,PhD,University of Rennes 1,France,,
T21995,A394081,A personal knowledge base integrating user data and activity timeline. (Une base de connaissance personnelle intégrant les données d'un utilisateur et une chronologie de ses activités),2017,PhD,University of Paris Saclay,France,,
T22089,A1612341,Apprentissage de représentations pour la prédiction de propagation d'information dans les réseaux sociaux. (Representation learning for information diffusion prediction in social network),2016,PhD,Pierre and Marie Curie University,France,,
T22166,A2051316,Adaptive Methods for User-Centric Information Access Applications. (Méthodes Adaptatives pour les Applications d'Accès à l'Information Centrées sur l'Utilisateur),2017,PhD,University of Paris Sud,France,,
T22195,A759292,Facilitating mobile crowdsensing from both organizers' and participants' perspectives. (Facilitation de la collecte participative des données mobiles (mobile crowdsensing) au point de vue des organisateurs et des participants),2016,PhD,Telecom Management SudParis,France,,
T22202,A119025,Mapping Adaptation between Biomedical Knowledge Organization Systems. (Adaptation des mappings entre systèmes d'organisation de la connaissance du domaine biomédical),2014,PhD,University of Paris Sud,France,,
T22241,A1773019,Time warp invariant sparse coding and dictionary learning for time series classification and clustering. (Représentations parcimonieuses et apprentissage de dictionnaires pour la classification et le clustering de séries temporelles),2018,PhD,Grenoble Alpes University,France,,
T22262,A156656,Recommendation systems for online advertising. (Systèmes de recommandation pour la publicité en ligne),2018,PhD,Grenoble Alpes University,France,,
T22268,A1352729,Towards a Read/Write Web of Linked Data. (Vers une Web des données en Lecture/Écriture),2015,PhD,University of Nantes,France,,
T22357,A1560306,Online Social Networks: Is it the end of Privacy ? (Etude des menaces contre la vie privée sur les réseaux sociaux: quantification et possibles solutions),2014,PhD,Grenoble Alpes University,France,,
T22414,A1094834,Efficient management and secure sharing of mobility traces. (Gestion efficace et partage sécurisé des traces de mobilité),2016,PhD,University of Paris Saclay,France,,
T22432,A166455,Sélection contextuelle de services continus pour la robotique ambiante. (Contextual selection of continuous services applied to ambient robotics),2013,PhD,University of Paris Est,France,,
T22536,A1446037,Difference Analysis in Big Data: Exploration; Explanation; Evolution. (Analyse des différences dans le Big Data: Exploration; Explication; Évolution),2016,PhD,Grenoble Alpes University,France,,
T22556,A834246,Scalable algorithms for large-scale machine learning problems: Application to multiclass classification and asynchronous distributed optimization. (Algorithmes d'apprentissage pour les grandes masses de données: Application à la classification multi-classes et à l'optimisation distribuée asynchrone),2017,PhD,Grenoble Alpes University,France,,
T22582,A1524592,Novel Learning and Exploration-Exploitation Methods for Effective Recommender Systems. (Nouveaux algorithmes et méthodes d'exploration-exploitation pour des systèmes de recommandations efficaces),2018,PhD,Lille University of Science and Technology,France,,
T22601,A1435534,Leveraging content properties to optimize distributed storage systems. (Exploitation du contenu pour l'optimisation du stockage distribué),2013,PhD,University of Rennes 1,France,,
