#Year, Host_Country, Match_ID, Type, Date, Location, Team 1, Team 2, Score 1, Score 2
1974,West Germany,193,Group J,1974-07-03,Rheinstadion; Düsseldorf,Sweden,Yugoslavia,2,1
1974,West Germany,194,Match for third place,1974-07-06,Olympiastadion; Munich,Brazil,Poland,0,1
1974,West Germany,195,Final,1974-07-07,Olympiastadion; Munich,Netherlands,West Germany,1,2
1978,Argentina,196,Group 1,1978-06-02,Estadio Monumental; Buenos Aires,Argentina,Hungary,2,1
1978,Argentina,197,Group 1,1978-06-02,Estadio José María Minella; Mar del Plata,Italy,France,2,1
1978,Argentina,198,Group 1,1978-06-06,Estadio Monumental; Buenos Aires,Argentina,France,2,1
1978,Argentina,199,Group 1,1978-06-06,Estadio José María Minella; Mar del Plata,Italy,Hungary,3,1
1978,Argentina,200,Group 1,1978-06-10,Estadio Monumental; Buenos Aires,Argentina,Italy,0,1
1978,Argentina,201,Group 1,1978-06-10,Estadio José María Minella; Mar del Plata,France,Hungary,3,1
1978,Argentina,202,Group 2,1978-06-01,Estadio Monumental; Buenos Aires,West Germany,Poland,0,0
1978,Argentina,203,Group 2,1978-06-02,Estadio Gigante de Arroyito; Rosario,Tunisia,Mexico,3,1
1978,Argentina,204,Group 2,1978-06-06,Estadio Gigante de Arroyito; Rosario,Poland,Tunisia,1,0
1978,Argentina,205,Group 2,1978-06-06,Estadio Chateau Carreras; Córdoba,West Germany,Mexico,6,0
1978,Argentina,206,Group 2,1978-06-10,Estadio Gigante de Arroyito; Rosario,Poland,Mexico,3,1
1978,Argentina,207,Group 2,1978-06-10,Estadio Olímpico Chateau Carreras; Córdoba,West Germany,Tunisia,0,0
1978,Argentina,208,Group 3,1978-06-03,Estadio José Amalfitani; Buenos Aires,Austria,Spain,2,1
1978,Argentina,209,Group 3,1978-06-03,Estadio José Maria Minella; Mar del Plata,Brazil,Sweden,1,1
1978,Argentina,210,Group 3,1978-06-07,Estadio José Amalfitani; Buenos Aires,Austria,Sweden,1,0
1978,Argentina,211,Group 3,1978-06-07,Estadio José Maria Minella; Mar del Plata,Brazil,Spain,0,0
1978,Argentina,212,Group 3,1978-06-11,Estadio José Amalfitani; Buenos Aires,Spain,Sweden,1,0
1978,Argentina,213,Group 3,1978-06-11,Estadio José Maria Minella; Mar del Plata,Brazil,Austria,1,0
1978,Argentina,214,Group 4,1978-06-03,Estadio Chateau Carreras; Córdoba,Peru,Scotland,3,1
1978,Argentina,215,Group 4,1978-06-03,Estadio Ciudad de Mendoza; Mendoza,Netherlands,Iran,3,0
1978,Argentina,216,Group 4,1978-06-07,Estadio Chateau Carreras; Córdoba,Scotland,Iran,1,1
1978,Argentina,217,Group 4,1978-06-07,Estadio Ciudad de Mendoza; Mendoza,Netherlands,Peru,0,0
1978,Argentina,218,Group 4,1978-06-11,Estadio Chateau Carreras; Córdoba,Peru,Iran,4,1
1978,Argentina,219,Group 4,1978-06-11,Estadio Ciudad de Mendoza; Mendoza,Scotland,Netherlands,3,2
1978,Argentina,220,Group I,1978-06-14,Estadio Monumental; Buenos Aires,Italy,West Germany,0,0
1978,Argentina,221,Group I,1978-06-14,Estadio Chateau Carreras; Córdoba,Austria,Netherlands,1,5
1978,Argentina,222,Group I,1978-06-18,Estadio Monumental; Buenos Aires,Italy,Austria,1,0
